epoch,steps,avg_total_loss,avg_tf_loss,avg_rl_loss,avg_cs_loss,avg_reward,avg_pred_reward,reward_gap,elapsed_sec,val_rt_switch_intent_rate,val_rt_intended_accept_rate,val_rt_model_decisions,val_rt_switch_intended,val_rt_acceptance_rate,val_rt_fallback_rate,val_rt_guardrail_block_rate,val_rt_model_proposed,val_rt_model_applied,val_rt_fallback_used,val_rt_guardrail_block,val_rt_make_before_break,val_score,val_avail,val_qoe,val_latency,val_interrupt,val_jitter,val_ho,val_pp,val_hof,val_save_metric
1,552,7.830639351537262,0.18974749818111034,7.4519772525282875,0.001320451652291371,5.284566681790137,-1.1128228350931981,6.397389516883335,89.7365038394928,0.0007218913553510197,1.0,5541.0,4.0,0.19047619047619047,3.238095238095238,0.0,21.0,4.0,68.0,0.0,11.0,0.6152833970780869,0.7761194029850746,0.8248378890373123,27.5062574326428,11.647185757957201,26.020805737804103,73.0,0.0,0.0,0.6152833970780869
